query_id,query,eid,title,doi,publication_name,cover_date,subtype_description,citedby_count,openaccess,authors,affiliations,scopus_link
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105026381341,Nash-regularized heterogeneous graph transformer networks for strategic task offloading in 6G edge computing,10.5267/j.ijdns.2025.9.009,International Journal of Data and Network Science,2026-12-01,Article,1,1,Al-Qudah R.; Tawil A.A.; Almuhajiri M.; Almazaydeh L.; Suen C.Y.,Concordia University; Applied Science Private University; Abu Dhabi University; Saudi Electronic University,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105026381341&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105022251819,Multi-Agent Reinforcement Learning Based Idle-Aware Task Offloading in Dynamic Vehicular Networks With Partial Information,10.1109/TNSE.2025.3634598,IEEE Transactions on Network Science and Engineering,2026-11-19,Article,0,0,Zhang J.; Shen F.; Yan F.; Li J.,Shanghai Jiao Tong University; Southeast University; Shanghai Institute of Microsystem and Information Technology Chinese Academy of Sciences; China Mobile (Suzhou) Software Technology Company Ltd.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105022251819&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105034371982,Leader-follower communication graph optimization method for multi-agent reinforcement learning via transformer,10.1016/j.neucom.2026.133447,Neurocomputing,2026-06-14,Article,0,0,Wang C.; Xu X.,Southern University of Science and Technology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034371982&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105035234314,A Multi-Agent slotted cooperative MAC protocol with channel-Energy awareness for underwater sensor networks,10.1016/j.oceaneng.2026.124985,Ocean Engineering,2026-06-01,Article,0,0,Li Z.; Ge W.; Sun Y.; Wei L.; Yin J.; Zheng M.,Harbin Engineering University; Institute of Acoustics Chinese Academy of Sciences,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105035234314&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105034615606,Energy-efficient navigation and obstacle avoidance in unsteady vortical flows via Transformer-based distributional reinforcement learning,10.1016/j.oceaneng.2026.125063,Ocean Engineering,2026-05-15,Article,0,0,Zhang Y.; Liu S.; Li D.; Zhang L.; Deng X.,Sichuan University; Academy of Military Sciences; College of Computer Science,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034615606&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105029219254,TSPPO: transformer-based sequential proximal policy optimization for multi-agent systems,10.1007/s00530-025-02153-1,Multimedia Systems,2026-04-01,Article,0,0,Yang T.; Gao Y.; Xu C.; Liu H.,Beijing Union University; Ltd.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105029219254&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105027245534,Learning to attend and reorder: Scalable policy optimization in large-scale multi-agent systems,10.1016/j.neucom.2026.132646,Neurocomputing,2026-03-28,Article,0,0,Feng Z.; Xiao W.; Sun J.; Chen J.; Wang G.,"Harbin Institute of Technology; School of Automation, Beijing Institute of Technology",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105027245534&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105025032956,AI-powered tactical optimization in dynamic team sports: A hierarchical reinforcement learning approach,10.1016/j.neucom.2025.132270,Neurocomputing,2026-03-01,Article,0,0,Meng X.; Isleem H.F.; El Hindi K.,College of Sciences; Liaoning University of Technology; Qingdao Hengxing University of Science and Technology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105025032956&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105034382088,Spacecraft Safe Proximity Policy Based on Graph Neural Network Safe Reinforcement Learning,10.3390/aerospace13030210,Aerospace,2026-03-01,Article,0,1,Zhou H.; Wang J.; Dong M.; Zhao Y.; Bai Y.; Chen R.,National University of Defense Technology China; State Key Laboratory of Space System Operation and Control,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034382088&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105032780286,Attention-Enhanced Multi-Agent Deep Reinforcement Learning for Inverter-Based Volt-VAR Control in Active Distribution Networks,10.3390/math14050839,Mathematics,2026-03-01,Article,0,1,Chen W.; Niu H.; Liu L.; Lin J.; Quan H.,South China University of Technology; Guangdong Power Grid Corporation,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105032780286&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105025931661,A hierarchical partially observable Markov decision process framework for tunnel boring machine trajectory navigation,10.1016/j.engappai.2025.113663,Engineering Applications of Artificial Intelligence,2026-02-15,Article,0,0,Wei X.; Zhang Q.; Bäck T.; Wang H.,Xi'an Jiaotong University; Universiteit Leiden,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105025931661&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105032992398,GAT-based decision mechanism for decentralized joint routing and spectrum access,10.11959/j.issn.1000-436x.2026003,Tongxin Xuebao Journal on Communications,2026-02-01,Article,0,0,Zhou Z.; Ren B.; Zhong X.; Liu Q.; Qin Z.,Academy of Military Sciences; Air Force Early Warning Academy,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105032992398&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105031081073,An RNN-Enhanced Diverse Curriculum-Driven Learning Algorithm Based on Deep Reinforcement Learning for POMDPs with Limited Experience,10.3390/drones10020142,Drones,2026-02-01,Article,0,1,Li K.; Zhang K.; Wei Z.; Piao H.; Yuan B.; Wang B.; Cheng J.,Northwestern Polytechnical University; Institute of Automation Chinese Academy of Sciences; Shenyang Aircraft Design and Research Institute; Ltd.,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105031081073&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105030049781,Distributed penetration strategy for multi-USV based on scalable deep reinforcement learning,10.1016/j.oceaneng.2025.123793,Ocean Engineering,2026-01-30,Article,0,0,Zhang Z.; Liang X.; Chen C.; Liu D.; Yu C.; Song Y.; Li W.,Dalian Maritime University,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105030049781&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105030095061,Communication-aware multi-agent reinforcement learning for cooperative navigation of multiple USVs in dynamic ocean environments,10.1016/j.oceaneng.2025.123626,Ocean Engineering,2026-01-30,Article,0,0,Draz U.; Yasin S.; Ali T.; Hijji M.; Ayaz M.; Aggoune E.H.M.,"University of Tabuk; University of Okara; School of Computer Science and Technology, Harbin Institute of Technology Shenzhen; University of Sahiwal; School of Intelligent Science and Engineering, Harbin Institute of Technology Shenzhen",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105030095061&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105034633173,A Cooperative Navigation Framework for Multi-USV in Maritime Intelligent Transportation Systems Based on LTD–MATD3,10.1109/JIOT.2026.3679547,IEEE Internet of Things Journal,2026-01-01,Article,0,0,Wang S.; Zhao E.; Zhao Y.; Feng Z.,Harbin Engineering University,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034633173&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105034519269,Using mobile charging stations as probes to discover latent EV charging demand in stochastic environments: A deep reinforcement learning approach,10.1016/j.eswa.2026.131433,Expert Systems with Applications,2026-01-01,Article,0,1,Hemmati Golsefidi A.; Hüttel F.B.; Samaranayake S.; Pereira F.C.,Technical University of Denmark; Cornell University College of Engineering,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034519269&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105033059367,Deep Reinforcement Learning for Scheduling of a Steel Plant in the Electricity Spot Market,10.1016/j.eng.2025.12.038,Engineering,2026-01-01,Article,0,1,Shah M.; Zhou Y.; Wu J.; Mowbray M.,Imperial College London; Cardiff University,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105033059367&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105021109774,Design of a Multi-Agent Collaborative Decision-Making System Based on Reinforcement Learning,10.1142/S021800142551022X,International Journal of Pattern Recognition and Artificial Intelligence,2026-01-01,Article,0,0,Wei Z.; Zhou M.,Changde Vocational Technical College; Hunan College for Preschool Education,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105021109774&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105034862637,Decentralized topology robustness optimization for IoT via Multi-Agent Graph Reinforcement Learning,10.1109/TMC.2026.3680228,IEEE Transactions on Mobile Computing,2026-01-01,Article,0,0,Peng Y.; Wu J.; Duan T.; Liu Y.; Zhou C.; Zhang Z.,Fudan University; Southeast University; Information Engineering University China; Purple Mountain Laboratory,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034862637&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105032114640,Two-Timescale Optimization for Aerial Rotatable Antenna Array in Cell-Free Networks With Dynamic Users,10.1109/TWC.2026.3668103,IEEE Transactions on Wireless Communications,2026-01-01,Article,0,0,Wang W.; Huang Y.; Ni W.; Zhang C.; Wang D.,Southeast University; Beijing University of Posts and Telecommunications; Purple Mountain Laboratory,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105032114640&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105028009373,UGV-Assisted Task Allocation for UAVs: A Heterogeneous Graph Reinforcement Learning Approach,10.1109/TSC.2026.3651622,IEEE Transactions on Services Computing,2026-01-01,Article,0,0,Wu Q.; Liu Q.; He Y.; Wu Z.,Beijing Jiaotong University; University of Technology Sydney,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105028009373&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105017261331,Two-Level-Attention-Based Continuous Trajectory Design and Computation Offloading for Multi-UAV Cooperative Target Search,10.1109/TMC.2025.3614596,IEEE Transactions on Mobile Computing,2026-01-01,Article,2,0,Zhu H.; Hui J.; Guo Z.,Harbin Institute of Technology; Beijing Institute of Technology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105017261331&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105034677897,Efficient Multi-agent Collaboration Learning via Posterior Mamba,10.1109/TBDATA.2026.3679580,IEEE Transactions on Big Data,2026-01-01,Article,0,0,Feng Z.; Xiao W.; Yuan L.; Dong Y.; Wang G.; Leung V.C.M.,"The University of British Columbia; Nanjing University; National Key Laboratory of Autonomous Intelligent Unmanned Systems, Beijing Institute of Technology; Shenzhen MSU-BIT University",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105034677897&origin=inward
Q6_pomdp_temporal_models,"TITLE-ABS-KEY((POMDP OR ""partial observability"") AND (""reinforcement learning"") AND (GRU OR LSTM OR TCN OR Transformer OR Attention)) AND PUBYEAR > 2018 AND LANGUAGE(english) AND (DOCTYPE(ar))",2-s2.0-105028184447,LLM-PD: A Large Language Model-Driven Policy Distillation-Based Method for Multi-UAV Path Planning,10.1109/JIOT.2026.3656708,IEEE Internet of Things Journal,2026-01-01,Article,0,0,Tang L.; He J.; Liao X.; Liu Q.; Chen Q.,Chongqing University of Posts and Telecommunications; Chongqing Key Laboratory of Mobile Communications Technology,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105028184447&origin=inward
